	optimized_1245.py	optimized_6608.py	optimized_1722.py	optimized_4432.py	optimized_5612.py	optimized_5910.py	optimized_615.py	optimized_3114.py	optimized_7544.py	optimized_1040.py	optimized_4365.py	optimized_208.py	optimized_6270.py	optimized_3094.py	optimized_1333.py	optimized_819.py	optimized_406.py	optimized_2470.py	optimized_1650.py	optimized_2633.py	optimized_6805.py	optimized_4077.py	optimized_1150.py	optimized_2801.py	optimized_1294.py	optimized_8135.py	optimized_4110.py	optimized_1202.py	optimized_8153.py	optimized_9063.py	optimized_6019.py	optimized_6804.py	optimized_9529.py	optimized_9297.py	optimized_2417.py	optimized_8511.py	optimized_8163.py	optimized_5315.py	optimized_6982.py	optimized_5572.py	optimized_8363.py	optimized_3550.py	optimized_563.py	optimized_5997.py	optimized_3827.py	optimized_7607.py	optimized_2716.py	optimized_8671.py	optimized_7603.py	optimized_3189.py	optimized_724.py	optimized_8387.py	optimized_5217.py	optimized_9580.py	optimized_1157.py	optimized_318.py	optimized_8582.py	optimized_7534.py	optimized_7365.py	optimized_1623.py	optimized_2524.py	optimized_1562.py	optimized_7458.py	optimized_8681.py	optimized_4806.py	optimized_1076.py	optimized_959.py	optimized_693.py	optimized_4309.py	optimized_8129.py	optimized_1425.py	optimized_7925.py	optimized_810.py	optimized_1945.py	optimized_249.py	optimized_0.py	optimized_6328.py	optimized_2895.py	optimized_129.py	optimized_5181.py	optimized_8891.py	optimized_798.py	optimized_550.py	optimized_9012.py	optimized_4153.py	optimized_3103.py	optimized_7909.py	optimized_6545.py	optimized_8256.py	optimized_9270.py	optimized_2502.py	optimized_9139.py	optimized_2204.py	optimized_3777.py	optimized_4857.py	optimized_6381.py	optimized_5435.py	optimized_8662.py	optimized_9781.py	optimized_1395.py	optimized_6295.py	optimized_3466.py	optimized_9985.py	optimized_3083.py	optimized_1738.py	optimized_474.py	optimized_4152.py	optimized_4374.py	optimized_6550.py	optimized_4456.py	optimized_7772.py	optimized_75.py	optimized_8352.py	optimized_9395.py	optimized_6926.py	optimized_8621.py	optimized_1526.py	optimized_8006.py	optimized_3617.py	optimized_9375.py	optimized_1689.py	optimized_5839.py	optimized_8548.py	optimized_3401.py	optimized_6214.py	optimized_697.py	optimized_5914.py	optimized_325.py	optimized_460.py	optimized_9743.py	optimized_1769.py	optimized_5791.py	optimized_201.py	optimized_5648.py	optimized_5312.py	optimized_9194.py	optimized_887.py	optimized_2142.py	optimized_9424.py	optimized_6747.py	optimized_6043.py	optimized_4600.py	optimized_3126.py	optimized_7693.py	optimized_5081.py	optimized_3799.py	optimized_3508.py	optimized_9938.py	optimized_9767.py	optimized_273.py	optimized_3184.py	optimized_9052.py	optimized_6071.py	optimized_1215.py	optimized_562.py	optimized_2285.py	optimized_2388.py	optimized_6696.py	optimized_6715.py	optimized_3509.py	optimized_794.py	optimized_5175.py	optimized_7950.py	optimized_8809.py	optimized_1752.py	optimized_2676.py	optimized_7272.py	optimized_1834.py	optimized_7759.py	optimized_4517.py	optimized_8939.py	optimized_1661.py	optimized_191.py	optimized_9238.py	optimized_7046.py	optimized_6969.py	optimized_5051.py	optimized_6950.py	optimized_9852.py	optimized_5691.py	optimized_9633.py	optimized_9960.py	optimized_5870.py	optimized_2765.py	optimized_3701.py	optimized_8063.py	optimized_7800.py	optimized_93.py	optimized_8017.py	optimized_2652.py	optimized_2823.py	optimized_9650.py	optimized_2520.py	optimized_4523.py	optimized_6806.py	optimized_2010.py	optimized_7447.py	optimized_5781.py	optimized_5168.py	optimized_8646.py
optimized_1157.py	135.462	38.059	10.808	38.146	139.834	10.683	139.824	37.899	140.347	139.878	11.199	37.644	10.595	139.643	139.691	9.652	135.034	140.360	134.601	8.128	8.795	140.458	37.360	4.956	37.477	37.238	38.007	4.850	139.798	135.932	5.722	10.211	133.162	134.329	4.227	140.084	132.988	36.995	3.263	141.042	141.547	3.034	37.019	6.632	6.897	135.324	133.415	2.885	140.466	36.362	132.541	37.711	3.304	141.627		4.589	140.156	139.937	7.188	139.784	3.919	140.544	140.544	136.478	140.650	5.079	38.339	39.632	132.360	38.656	38.242	11.938	38.640	38.640	8.076	142.806	132.199	7.956	38.750	7.997	140.698	142.918	8.336	139.074	39.530	39.530	9.437	37.490	142.271	12.481	40.575	134.605	134.535	133.582	131.389	142.707	10.043	13.811	13.811	14.240	133.275	131.331	38.189	132.146	15.795	141.944	141.964	141.844	14.348	142.114	141.827	141.827	43.296	130.776	18.607	44.744	142.458	21.763	24.142	23.299	141.431	22.231	131.651	45.522	45.522	38.800	142.543	141.857	48.912	17.814	25.236	141.335	131.985	131.661	142.330	142.409	48.199	48.199	45.618	29.825	142.253	142.751	142.863	29.887	52.784	132.096	27.944	132.041	35.421	51.613	52.645	52.645	132.199	28.423	33.128	33.516	41.934	30.176	131.740	40.007	54.918	144.123	42.814	32.653	132.885	43.145	141.934	141.934	143.830	33.651	39.738	60.217	143.583	131.946	34.905	42.585	133.706	37.653	132.272	132.272	133.858	42.879	42.772	145.164	145.702	36.144	45.138	134.333	134.491	59.842	132.167	132.167	27.806	140.180	70.961	42.363	66.408	140.370	68.843	53.777
optimized_318.py	38.765	38.059	12.290	38.972	140.803	10.683	140.799	38.692	10.876	140.853	12.764	38.426	12.616	140.632	140.678	11.549	135.896	9.531	135.492	9.205	10.429	141.382	37.790	6.363	38.079	37.777	38.007	6.532	140.814	136.714	6.653	140.213	133.961	135.071	141.913	141.084	133.796	37.243	5.323	142.007	8.642	3.670	37.315	9.225	6.079	37.477	133.415	141.807	141.401	36.461	133.317	37.661	3.756	142.563	4.589		141.200	140.985	5.296	140.818	140.818	141.504	142.763	137.349	141.518	4.458	38.082	39.593	133.065	38.421	38.174	11.376	38.719	38.719	5.150	143.674	132.891	5.839	38.625	7.634	141.602	143.758	7.716	7.716	40.699	141.844	8.013	37.053	143.100	9.856	40.065	135.207	135.175	134.197	132.091	143.578	8.855	11.738	135.625	11.737	134.042	132.012	37.546	132.802	13.174	142.783	142.769	142.694	12.055	142.873	142.627	142.185	42.705	131.424	15.796	44.108	143.255	19.743	22.185	21.525	142.167	20.738	132.212	44.745	20.137	40.284	143.220	142.666	48.089	15.060	23.265	142.065	132.482	132.142	132.142	143.066	47.995	143.259	44.996	28.132	142.978	143.405	143.510	28.049	52.343	52.343	26.089	132.557	35.534	51.316	51.880	143.684	132.618	26.310	31.523	32.096	41.073	28.706	132.161	38.717	54.305	144.710	42.087	31.817	133.262	42.233	142.660	144.363	144.321	32.358	39.350	59.554	144.089	132.337	34.295	41.598	134.025	134.025	132.927	41.923	134.446	41.891	41.708	145.797	146.260	35.122	44.151	134.510	134.827	59.903	132.741	45.643	45.643	140.500	70.451	43.923	66.456	140.574	68.801	53.162
optimized_8582.py	134.780	134.885	139.467	134.951	10.750	139.431	10.368	134.415	139.360	140.853	139.646	134.052	139.080	10.580	140.678	139.225	38.557	139.249	38.157	139.469	139.898	11.549	134.522	139.944	133.441	133.589	133.803	6.532	4.951	37.708	140.566	8.929	133.961	37.731	7.468	5.072	38.091	133.988	139.366	6.932	140.406	140.064	133.213	139.134	141.454	134.576	38.403	8.218	9.642	133.878	37.758	133.855	140.247	9.245	140.156	141.200		5.257	139.912	5.389	140.663	7.391	6.872	40.594	11.098	11.098	133.931	132.452	39.818	132.793	133.395	142.146	135.116	141.785	141.225	11.817	39.977	140.816	134.386	134.386	9.379	12.848	140.284	9.338	136.645	11.667	139.205	135.308	13.761	141.584	133.156	39.107	38.412	39.233	40.355	13.455	13.455	141.382	40.497	140.898	39.558	41.768	134.771	40.752	142.325	16.741	18.048	15.738	141.545	19.123	19.123	18.084	131.696	45.140	142.127	131.736	18.925	141.030	141.483	141.572	23.632	140.440	46.468	131.931	140.786	134.123	27.091	27.091	131.817	143.377	141.069	25.895	49.051	48.768	23.261	27.934	131.383	27.295	131.069	142.541	27.657	29.604	30.035	30.035	131.433	48.757	141.793	50.627	132.924	131.243	131.844	32.350	51.699	141.411	142.997	143.365	143.365	142.101	55.316	135.317	132.135	35.910	139.859	142.544	53.457	139.481	30.171	32.553	37.034	37.034	137.175	133.121	36.608	55.660	143.344	137.181	62.748	144.388	38.490	146.127	40.188	145.882	145.395	39.173	41.482	142.319	142.319	65.176	64.809	131.889	58.943	147.196	141.807	46.272	136.553	136.225	133.389	44.926	134.350	134.350
optimized_7534.py	134.064	134.166	139.155	134.226	10.750	139.114	10.368	133.720	139.072	11.007	139.336	133.365	138.788	12.459	11.517	138.897	38.531	138.984	38.080	139.191	139.598	12.875	133.828	139.944	132.798	133.589	133.149	138.992	6.999	37.159	140.282	9.057	37.479	36.999	6.456	4.482	38.091	133.311	139.117	8.249	140.157	139.795	132.621	138.931	141.161	133.914	37.610	6.172	8.406	133.216	37.029	133.215	140.065	6.961	139.937	140.985	5.257		139.640	1.555	140.465	4.198	8.649	41.037	9.960	140.163	133.312	131.924	39.026	132.224	132.765	141.872	134.373	134.373	140.971	10.245	38.972	140.560	133.798	139.954	8.141	10.488	140.100	10.037	135.883	8.432	138.891	138.891	11.212	141.373	132.640	37.814	37.269	38.094	39.369	11.039	141.531	141.191	41.117	140.656	39.740	41.089	134.154	134.154	142.107	14.522	15.132	13.515	141.365	16.205	16.405	15.783	131.288	44.018	141.897	141.897	15.839	140.836	141.284	141.328	21.124	140.210	45.053	131.557	140.531	133.296	24.434	22.028	131.483	143.021	143.021	23.165	47.477	47.487	21.458	25.227	130.977	24.988	130.750	142.357	24.387	26.660	27.976	142.405	142.405	47.176	141.667	49.104	132.241	130.895	131.552	29.958	50.108	141.226	142.788	143.174	138.650	138.650	54.136	134.693	131.910	33.558	139.189	142.342	51.963	138.883	27.852	30.698	34.615	34.615	136.626	132.872	34.576	54.252	143.194	136.559	61.514	144.238	38.485	145.967	39.514	145.626	145.201	37.649	39.468	142.219	140.521	140.521	63.911	131.826	58.894	147.156	141.489	46.039	136.506	135.575	133.240	44.536	134.260	150.499
optimized_7365.py	37.160	37.319	139.155	37.406	139.586	14.780	139.583	133.720	13.437	139.618	15.608	36.608	15.160	12.459	139.452	138.897	134.404	11.985	134.001	11.593	13.316	140.178	133.828	9.293	36.046	35.655	36.636	7.908	6.999	135.213	9.998	138.937	132.618	133.707	140.620	139.797	132.480	35.011	6.166	140.738	12.092	5.272	35.091	11.025	141.161	35.314	132.873	140.513	140.131	34.156	132.031	35.283	5.552	6.961	7.188	5.296	139.912	139.640		139.478	5.063	140.150	141.469	135.815	135.815	4.029	35.546	36.931	131.880	35.598	35.530	15.194	36.480	8.737	6.465	142.392	131.731	4.690	4.690	4.918	140.311	142.419	5.976	138.903	39.965	140.482	5.223	34.971	141.772	7.499	37.360	133.898	133.905	132.984	130.992	130.992	7.989	9.263	134.160	7.970	132.715	130.976	35.205	131.663	10.680	141.462	141.429	141.348	9.756	141.551	141.306	141.306	39.569	130.515	12.906	40.741	141.909	16.132	18.614	17.749	140.918	16.634	131.351	41.246	15.971	15.971	141.949	141.361	44.559	16.775	19.709	140.834	131.670	131.382	141.764	141.812	45.092	142.030	41.576	24.760	141.659	142.126	142.126	24.308	48.754	131.795	23.064	131.793	32.547	47.762	48.348	142.499	131.877	22.740	28.033	28.720	39.540	25.332	25.332	35.717	50.702	143.501	40.619	28.120	132.633	40.840	141.475	143.187	143.187	29.279	38.543	55.926	142.994	131.743	31.123	39.259	39.259	33.899	131.662	39.025	133.140	38.593	38.408	144.747	145.121	31.894	42.923	134.119	134.546	56.724	132.295	132.295	21.084	139.334	67.103	43.437	63.301	139.346	65.650	50.438
optimized_1623.py	133.958	134.061	139.159	134.122	13.371	139.124	12.880	133.605	139.058	11.732	15.608	133.251	138.777	13.287	12.326	138.884	38.344	138.941	37.916	139.165	139.578	13.783	133.704	139.605	36.046	132.803	133.000	138.923	7.644	36.958	140.197	9.970	37.019	36.554	7.124	4.960	37.159	133.188	139.008	8.859	140.117	139.664	132.459	138.868	141.081	133.763	37.085	6.531	8.877	133.091	132.031	133.048	139.905	7.586	139.784	140.818	5.389	1.555	139.478		140.272	3.449	8.812	41.051	10.392	139.978	139.978	131.729	38.310	132.050	132.609	141.771	134.229	141.429	140.791	10.618	38.213	140.354	140.354	139.780	6.948	10.530	139.864	10.915	135.852	7.608	138.786	134.479	10.504	10.504	132.429	37.241	36.654	37.382	38.534	10.511	141.274	140.903	41.048	140.433	39.278	39.278	133.969	38.527	141.821	13.562	14.324	12.569	141.083	15.440	15.659	14.857	14.857	43.049	141.615	131.111	15.287	140.530	140.964	141.014	20.154	139.929	44.082	131.341	131.341	133.281	23.627	21.322	131.259	143.054	140.557	22.220	46.466	46.438	20.426	20.426	130.709	24.031	130.534	141.994	23.716	25.870	27.016	142.072	130.926	46.211	141.293	48.083	48.083	130.663	131.306	29.004	49.052	140.888	142.420	142.808	138.427	141.567	53.027	134.518	131.678	32.691	138.981	138.981	50.880	138.621	26.877	29.679	33.606	141.764	136.411	132.623	33.494	53.085	142.813	136.363	136.363	143.860	37.807	145.554	38.888	145.248	144.799	36.653	38.587	141.826	140.260	62.893	62.893	131.578	57.800	146.727	141.329	45.552	136.235	135.568	132.979	44.110	133.990	150.077
optimized_2524.py	38.538	38.671	13.780	134.122	140.520	13.708	140.516	38.361	12.245	140.535	14.231	38.056	13.761	140.365	140.381	12.820	135.153	10.672	37.916	10.754	11.863	13.783	37.551	7.709	37.552	37.314	38.083	7.368	140.389	136.045	8.196	139.887	133.233	134.367	141.540	140.640	133.047	133.188	5.310	141.617	10.117	4.306	132.459	9.524	8.287	37.174	133.460	141.406	141.062	36.186	132.585	37.244	2.944	142.181	3.919	140.818	140.663	140.465	5.063	140.272		150.077	142.270	136.667	141.251	3.039	37.665	38.754	132.328	37.769	37.645	13.262	38.497	9.784	9.784	143.334	132.172	5.199	38.126	6.343	141.002	143.335	5.351	139.801	40.919	141.248	8.716	8.716	142.543	8.853	39.400	134.557	134.508	133.517	131.378	142.985	7.177	10.242	134.904	11.132	11.132	131.271	37.343	132.110	12.337	142.117	142.154	142.015	10.893	142.296	142.041	142.041	41.733	130.754	15.294	43.044	142.702	18.397	20.827	20.080	141.528	19.160	131.631	131.631	18.953	40.275	142.608	142.036	46.949	17.683	21.877	141.457	131.927	131.927	142.330	142.447	46.610	142.586	43.779	26.552	142.411	142.807	142.854	26.754	26.754	132.104	24.528	132.022	35.234	49.813	50.585	143.042	132.083	25.102	29.958	30.424	30.424	27.020	131.577	38.697	52.874	144.061	42.203	29.922	132.801	42.256	142.023	143.609	143.609	30.518	39.449	58.112	143.410	131.761	32.108	41.475	133.527	34.911	132.162	39.949	39.949	40.035	39.842	145.091	145.585	33.148	44.288	134.055	134.352	57.959	132.068	132.068	25.248	139.803	68.781	43.927	64.507	140.000	66.897	51.140
optimized_1562.py	134.271	134.375	140.020	134.438	15.027	139.990	14.519	133.906	139.907	13.335	140.181	133.556	13.761	15.051	14.112	139.753	135.153	139.774	38.486	10.754	11.863	15.042	133.984	140.408	132.923	133.096	133.240	139.749	9.462	136.045	8.196	11.906	37.126	134.367	7.189	140.640	37.288	133.469	139.797	9.786	140.987	140.411	132.691	139.688	141.880	133.985	36.986	5.592	8.924	133.375	36.412	133.236	2.944	6.406	140.544	141.504	7.391	4.198	140.150	3.449	150.077		9.568	9.568	9.859	140.680	133.314	131.870	38.026	132.228	132.827	142.518	134.436	142.187	141.468	141.468	37.825	141.017	133.733	140.491	5.016	8.095	140.479	12.347	136.273	4.810	139.483	134.658	134.658	141.641	132.510	36.692	36.054	36.731	38.170	7.460	141.856	141.395	41.944	140.962	140.962	39.834	134.127	38.003	142.272	11.037	11.545	10.045	141.551	12.519	12.976	12.118	131.156	42.586	42.586	131.161	12.339	140.886	141.266	141.353	17.711	140.330	43.241	131.394	140.661	133.765	133.765	19.244	131.259	143.822	140.848	20.106	45.612	45.551	17.733	21.850	130.631	21.806	130.640	142.181	142.181	23.569	24.860	142.280	130.923	45.468	141.499	47.322	132.515	130.643	131.242	26.953	48.109	48.109	142.552	142.938	138.483	141.764	52.213	134.613	131.660	30.777	139.065	142.257	49.809	49.809	25.366	28.104	31.490	141.920	136.520	132.476	31.477	52.251	143.004	136.441	136.441	144.003	37.835	145.509	38.426	145.220	144.806	35.307	37.012	142.007	140.160	61.939	61.939	131.579	57.655	146.760	141.750	44.482	136.017	136.039	132.766	42.943	133.763	133.763
optimized_7458.py	134.271	136.964	141.004	137.034	9.817	140.965	9.393	136.469	139.907	8.429	141.191	133.556	140.664	10.120	9.243	140.777	40.301	139.774	40.108	141.032	141.434	10.001	136.522	141.520	135.404	135.572	135.780	140.859	6.604	38.685	142.110	9.031	40.208	39.206	6.845	6.406	40.330	135.938	140.971	4.208	141.959	141.666	135.094	140.786	142.945	136.496	40.327	8.605	7.861	133.375	39.884	133.236	141.875	9.277	140.544	142.763	6.872	8.649	141.469	8.812	142.270	9.568		42.569	10.368	141.994	135.751	134.188	42.004	134.529	135.236	143.603	137.055	137.055	142.725	8.695	41.973	142.365	136.252	141.856	10.178	11.073	141.890	14.367	138.791	138.791	140.726	137.143	13.883	143.103	134.834	40.161	39.330	40.439	42.543	14.452	14.452	142.926	43.181	142.432	41.807	44.178	136.542	42.425	143.877	18.817	19.939	17.722	143.124	143.124	21.498	19.886	133.157	47.990	143.648	133.084	20.412	142.429	142.863	142.994	25.936	141.842	141.842	133.224	142.218	136.222	29.623	28.173	132.958	144.574	142.365	28.472	51.598	51.354	51.354	30.152	132.718	29.837	132.311	143.814	30.201	32.020	32.860	143.958	132.477	132.477	143.026	53.443	134.699	132.368	132.845	34.991	54.083	142.674	144.216	144.593	141.162	143.367	58.100	58.100	133.011	38.899	141.780	143.806	55.885	141.343	33.303	35.310	38.987	143.358	139.104	133.873	38.638	58.014	58.014	138.974	65.757	145.537	40.479	147.147	40.948	147.021	146.442	42.424	44.815	44.815	143.003	68.001	67.943	132.580	62.756	148.124	143.124	46.231	136.847	138.480	138.480	44.471	134.802	151.571
optimized_8681.py	133.736	133.804	137.947	133.820	37.619	140.965	37.891	133.539	137.498	37.932	138.207	133.260	137.559	37.848	38.040	137.460	8.376	137.204	7.902	137.274	137.911	38.789	133.756	137.214	133.152	133.006	133.514	136.301	38.793	12.985	137.839	9.031	16.230	17.268	6.845	39.908	16.770	133.320	140.971	40.686	137.922	141.666	133.291	136.070	138.380	134.102	18.922	40.804	7.861	133.406	19.975	133.736	136.339	41.995	136.478	137.349	40.594	41.037	135.815	41.051	136.667	9.568	42.569		39.606	136.342	133.789	133.063	23.859	133.098	133.251	140.543	140.543	137.705	137.801	44.283	25.905	136.652	134.594	135.150	43.125	44.326	135.588	135.588	134.718	43.792	135.927	135.187	45.256	136.544	133.746	23.505	24.689	26.246	27.986	27.986	136.005	136.009	6.081	135.497	14.501	28.821	134.850	29.664	136.287	47.070	47.070	46.669	135.894	46.356	46.508	45.912	133.010	35.277	135.896	133.370	46.419	135.524	135.524	135.375	48.812	134.958	38.422	133.411	134.897	132.750	50.351	48.301	133.881	140.562	135.911	49.502	42.061	42.061	50.183	51.357	133.832	52.342	133.070	136.210	49.565	51.818	53.638	136.095	134.162	41.631	136.411	44.312	132.112	132.112	134.626	55.190	45.669	135.772	136.548	136.651	138.566	135.993	48.081	134.890	135.220	135.220	138.499	136.216	49.555	138.922	53.173	57.687	59.366	136.643	137.570	136.765	59.835	51.183	137.000	136.214	56.100	137.827	137.827	139.077	24.171	138.425	138.876	62.126	62.257	137.349	139.624	58.201	60.014	136.312	50.208	140.643	135.541	29.100	29.100	133.663	138.208	27.783	139.602	143.286
optimized_4806.py	135.971	133.804	139.279	136.130	10.261	139.202	9.720	135.696	139.265	37.932	139.489	135.333	139.048	10.408	9.916	139.134	37.824	139.328	37.313	139.373	139.785	9.579	135.752	140.072	134.845	134.945	133.514	139.411	8.379	35.288	140.651	8.527	16.230	35.993	4.636	6.560	37.762	135.207	139.701	7.437	140.368	140.360	134.664	136.070	141.360	135.865	37.239	4.638	3.671	135.048	37.195	135.194	140.743	6.243	140.650	141.518	11.098	9.960	135.815	10.392	141.251	9.859	10.368	39.606		140.956	135.285	134.078	39.456	39.456	134.798	142.173	142.173	141.342	141.609	6.997	39.256	141.381	135.967	140.720	11.867	8.595	141.103	12.453	137.297	13.002	13.002	136.484	12.596	142.270	134.704	36.416	35.809	37.199	39.984	13.956	142.471	142.238	40.744	141.395	141.395	42.057	136.040	39.608	143.016	18.746	18.023	18.213	142.336	17.740	18.541	17.360	133.301	133.301	142.708	133.320	16.994	141.933	142.406	142.495	23.887	141.336	45.425	133.455	141.486	134.817	134.817	25.242	133.351	142.246	142.050	25.753	48.120	48.097	23.841	27.436	133.313	28.520	28.520	143.597	26.119	28.745	31.307	143.512	133.143	47.715	142.904	49.964	133.717	133.717	133.480	33.222	50.812	142.332	144.032	144.425	140.608	143.201	55.793	136.247	136.247	37.030	141.206	143.647	52.249	140.994	31.764	36.182	37.771	143.434	138.499	134.712	134.712	56.076	144.666	138.527	63.282	145.638	39.118	147.348	38.826	146.994	146.562	42.819	42.819	143.655	142.563	65.449	65.860	133.941	62.231	148.651	141.713	43.604	138.098	137.025	135.453	135.453	136.314	151.797
optimized_1076.py	38.654	38.792	14.364	38.875	10.261	14.249	9.720	38.473	12.948	140.220	14.910	38.155	14.492	140.048	9.916	13.177	134.813	11.448	134.424	11.464	12.351	140.851	37.549	8.383	37.630	37.305	38.151	7.438	140.102	135.678	8.460	139.532	132.924	134.054	141.241	140.350	37.762	36.843	5.480	141.325	10.770	4.468	36.800	10.721	8.259	37.108	133.160	141.123	140.742	36.070	132.284	37.124	4.768	141.891	5.079	4.458	11.098	140.163	4.029	139.978	3.039	140.680	141.994	136.342	140.956		37.520	38.737	132.066	37.600	37.409	13.862	38.228	9.673	5.542	143.038	131.907	3.392	3.392	4.842	140.772	143.060	5.429	139.550	41.284	140.996	8.013	36.831	142.312	8.203	39.350	134.236	134.213	133.243	131.123	131.123	7.385	9.841	134.588	10.529	132.987	131.054	37.119	131.824	11.952	141.926	141.940	141.820	11.007	142.084	142.084	141.416	41.698	130.526	15.004	42.845	142.485	17.851	20.330	19.205	141.354	18.344	131.412	43.491	43.491	40.306	142.435	141.846	46.763	17.420	21.275	141.261	131.699	131.386	142.197	142.275	46.578	142.430	43.614	26.061	142.179	142.179	142.720	26.068	50.717	131.859	24.220	131.795	34.940	49.524	50.369	142.881	131.867	24.636	29.395	30.021	40.993	40.993	131.414	38.244	52.701	143.900	42.006	29.199	132.619	42.208	141.833	143.474	143.530	30.344	39.856	39.856	143.287	131.575	31.474	41.150	133.363	34.484	131.895	39.718	133.426	39.641	39.256	144.981	145.440	32.441	44.454	44.454	134.237	58.020	131.937	43.028	24.352	139.665	68.730	44.653	64.529	139.827	66.952	50.974
optimized_959.py	13.305	13.700	39.222	13.795	135.915	39.324	135.842	12.201	38.648	135.585	39.493	11.601	38.986	135.772	135.578	39.060	132.606	37.935	132.236	37.864	39.705	136.284	37.549	8.383	8.696	37.305	8.858	37.493	134.526	133.326	39.357	134.702	131.172	132.126	134.959	134.264	131.104	6.318	37.164	135.580	40.447	37.131	5.797	38.307	39.870	37.108	131.440	141.123	135.116	5.570	130.765	2.750	37.570	134.717	38.339	38.082	133.931	133.312	35.546	139.978	37.665	133.314	135.751	133.789	135.285	37.520		6.348	130.789	4.235	2.521	2.521	6.977	38.728	37.806	136.141	130.724	37.412	5.087	37.361	133.640	135.324	37.209	133.225	23.135	132.935	33.792	33.792	134.115	37.401	6.590	132.453	132.450	131.723	130.246	133.898	38.788	37.436	132.435	35.590	131.520	130.378	5.361	5.361	37.641	133.000	133.039	132.844	36.947	133.314	133.006	133.225	14.225	130.232	36.795	17.152	133.429	37.026	37.928	37.928	132.591	36.767	130.982	19.496	36.361	23.375	133.016	132.479	23.529	41.941	37.957	132.746	131.531	131.355	133.144	132.949	132.949	132.980	21.362	41.543	133.043	133.244	133.243	40.552	28.407	131.601	40.593	131.838	11.751	26.346	26.346	133.520	132.006	38.868	42.978	43.858	15.745	41.617	132.281	10.828	32.769	134.027	16.983	43.668	132.791	132.791	133.132	133.600	134.052	44.049	14.298	36.923	133.831	132.372	46.856	13.483	134.897	48.579	130.743	51.818	132.128	132.128	50.696	135.314	135.333	46.087	19.619	135.660	136.081	40.427	133.433	56.728	56.728	137.301	51.366	28.515	44.197	137.421	47.608	61.377
optimized_693.py	16.252	16.653	41.617	16.821	134.695	41.733	134.620	12.201	40.866	134.330	41.851	14.031	41.158	134.575	134.351	39.060	131.706	39.960	131.406	40.058	41.946	135.093	12.783	40.164	8.696	10.716	10.678	37.493	134.526	132.503	41.375	133.512	130.199	131.143	133.627	132.902	130.078	10.578	38.680	134.170	42.561	38.727	6.943	39.791	42.076	9.588	130.436	133.145	133.836	10.094	129.729	7.018	38.733	133.374	39.632	39.593	132.452	131.924	36.931	131.729	38.754	131.870	134.188	133.063	134.078	38.737	6.348		129.681	3.897	6.336	6.336	11.813	41.172	39.498	134.736	129.625	38.702	7.494	38.510	132.081	132.081	37.699	132.049	26.347	131.462	35.700	10.994	132.597	38.196	4.551	4.551	131.410	130.644	129.145	132.346	39.401	37.807	131.657	36.523	130.413	130.413	10.021	129.697	38.314	131.425	131.571	131.257	37.394	131.884	131.599	131.599	10.129	129.188	37.457	13.172	132.030	36.759	37.437	37.811	131.142	36.387	130.026	130.026	36.388	25.886	131.643	131.142	19.660	45.218	37.320	131.375	130.597	130.372	131.538	131.550	131.550	131.480	17.306	40.405	131.790	131.916	131.792	39.884	23.709	130.729	39.437	130.943	14.071	21.490	23.774	132.104	131.060	38.091	41.649	42.355	20.061	40.264	40.264	14.265	28.424	132.650	21.190	42.140	131.898	19.985	131.760	131.988	132.599	42.045	17.367	32.671	132.302	131.322	44.856	17.057	134.006	46.421	129.597	49.401	130.975	48.196	48.595	133.810	133.934	44.108	22.764	134.782	135.178	34.957	132.388	53.841	38.140	38.140	46.865	30.570	38.658	136.290	42.217	58.630
optimized_4309.py	131.429	131.512	41.617	131.554	41.683	134.581	41.644	131.108	134.174	41.048	41.851	130.828	134.211	134.575	41.659	134.062	16.910	133.755	131.406	133.952	134.422	43.003	131.242	133.449	130.357	130.462	130.591	132.801	39.890	16.350	133.886	40.502	8.086	9.217	40.136	39.133	7.455	10.578	132.315	41.441	134.360	132.474	130.238	132.703	42.076	131.276	130.436	39.229	39.775	130.858	4.859	130.659	132.320	40.665	132.360	133.065	39.818	39.026	131.880	38.310	132.328	38.026	42.004	23.859	39.456	132.066	130.789	129.681		129.986	130.378	136.103	131.525	131.525	133.352	42.669	2.900	132.233	131.118	131.265	37.676	41.119	131.179	40.383	40.383	37.842	132.451	132.085	39.075	131.977	130.306	9.612	9.723	7.700	7.700	40.003	131.543	131.383	22.942	131.549	11.983	5.944	131.648	7.543	131.834	38.636	38.636	38.711	131.464	37.835	37.819	37.188	129.594	13.231	131.688	129.747	129.747	131.092	131.147	130.966	37.579	130.761	17.054	129.961	130.941	131.181	39.139	39.139	130.303	137.451	131.254	37.775	20.886	20.494	39.268	39.411	129.357	40.256	129.482	131.538	131.538	39.933	41.097	131.801	130.554	21.836	131.387	23.942	130.051	130.029	130.715	41.938	24.402	24.402	131.910	132.099	135.248	131.329	26.507	132.035	131.468	44.138	135.583	131.847	29.280	29.280	40.700	44.416	44.781	131.788	134.083	132.808	45.113	29.343	132.051	132.051	35.983	133.037	10.685	134.098	11.519	133.983	133.933	48.211	48.419	48.419	136.350	38.360	40.346	132.142	32.943	135.311	132.806	22.426	22.426	133.089	133.824	23.184	135.194	138.357
